"Please indicate whether you felt positive,neutral,or negative watching the clip of interest. If you felt different emotional valences throughout the clip,you may select multiple options.",What level of emotional arousal did you feel while watching the clip? If you felt different arousal states during the clip you may pick more than one response.,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Thinking: trying to understand what's happening,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Interested/engaged: paying careful attention,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Amused,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Happy,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Sad,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Surpised,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Angry,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Disgusted,Please indicate whether you personally experienced any of these emotions while you watched the clip. - Fearful
1.0467673113670846,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.9286363734770574,0.9286363734770574,0.9286363734770574,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.9286363734770574,0.9286363734770574,0.1622295981616779,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.3118397611347472,0.9286363734770574,2.4614499241078165,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
0.1469006272854114,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,-0.7529660567962616,1.0467673113670846,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,0.1469006272854114
0.9286363734770574,1.3118397611347472,1.6950431487924371,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
0.1469006272854114,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,-0.7529660567962616,1.0467673113670846,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,1.6950431487924371,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,0.1622295981616779
0.1469006272854114,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,-0.7529660567962616,1.0467673113670846,1.0467673113670846,0.1469006272854114,0.1469006272854114,1.0467673113670846
0.1622295981616779,1.6950431487924371,2.4614499241078165,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,0.9286363734770574,0.1622295981616779,-0.6041771771537016,0.1622295981616779,0.1622295981616779
1.0467673113670846,1.0467673113670846,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,0.1469006272854114,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,0.1469006272854114
0.9286363734770574,-0.6041771771537016,0.1622295981616779,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,0.9286363734770574,2.4614499241078165,-0.6041771771537016,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.0467673113670846,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.9286363734770574,-0.6041771771537016,-0.6041771771537016,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,0.9286363734770574,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,0.1469006272854114,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,2.4614499241078165,2.4614499241078165,0.1622295981616779,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
2.8465006795304304,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,1.6950431487924371,2.4614499241078165,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.0467673113670846,1.0467673113670846,1.9466339954487577,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,1.6950431487924371,2.4614499241078165,-0.6041771771537016,0.1622295981616779,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
2.078246536450127,2.078246536450127,2.4614499241078165,2.4614499241078165,0.1622295981616779,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,0.1622295981616779
2.8465006795304304,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,0.9286363734770574,2.4614499241078165,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.0467673113670846,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
2.4614499241078165,2.4614499241078165,1.6950431487924371,2.4614499241078165,-0.6041771771537016,1.6950431487924371,-0.6041771771537016,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
0.1469006272854114,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,1.0467673113670846,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.9286363734770574,-0.6041771771537016,0.9286363734770574,1.6950431487924371,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.0467673113670846,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,0.9286363734770574,2.4614499241078165,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,1.6950431487924371,2.4614499241078165,-0.6041771771537016,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
0.1469006272854114,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,-0.7529660567962616,1.9466339954487577,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,1.0467673113670846
0.1622295981616779,2.4614499241078165,2.4614499241078165,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,1.6950431487924371,0.1622295981616779,0.9286363734770574,0.1622295981616779,1.6950431487924371
1.9466339954487577,1.9466339954487577,0.1469006272854114,0.1469006272854114,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.9286363734770574,-0.2209737894960118,0.1622295981616779,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,1.0467673113670846,1.0467673113670846,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,0.9286363734770574,2.4614499241078165,1.6950431487924371,1.6950431487924371,-0.6041771771537016,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,1.6950431487924371,1.6950431487924371,0.1622295981616779,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
2.4614499241078165,2.4614499241078165,1.6950431487924371,1.6950431487924371,2.4614499241078165,1.6950431487924371,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,1.0467673113670846,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.3118397611347472,0.5454329858193677,1.6950431487924371,1.6950431487924371,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
0.1469006272854114,1.0467673113670846,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,0.1469006272854114,0.1469006272854114,0.1469006272854114,0.1469006272854114,-0.7529660567962616
0.1622295981616779,1.6950431487924371,1.6950431487924371,1.6950431487924371,-0.6041771771537016,-0.6041771771537016,0.9286363734770574,0.9286363734770574,0.1622295981616779,0.1622295981616779,0.9286363734770574
-0.7529660567962616,1.9466339954487577,1.9466339954487577,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,1.0467673113670846,1.0467673113670846,1.0467673113670846,1.9466339954487577,-0.7529660567962616
-0.6041771771537016,2.078246536450127,1.6950431487924371,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,1.6950431487924371,1.6950431487924371,2.4614499241078165,1.6950431487924371,1.6950431487924371
1.9466339954487577,1.9466339954487577,1.0467673113670846,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.1622295981616779,0.1622295981616779,2.4614499241078165,2.4614499241078165,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.9466339954487577,1.9466339954487577,1.9466339954487577,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
0.9286363734770574,0.1622295981616779,0.9286363734770574,1.6950431487924371,-0.6041771771537016,0.1622295981616779,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,0.1622295981616779
1.9466339954487577,1.0467673113670846,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,1.0467673113670846,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
1.6950431487924371,1.6950431487924371,0.9286363734770574,1.6950431487924371,-0.6041771771537016,0.9286363734770574,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016,-0.6041771771537016
1.9466339954487577,1.0467673113670846,1.0467673113670846,1.0467673113670846,-0.7529660567962616,0.1469006272854114,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616,-0.7529660567962616
